sequence,translation,emotionbert sentiment,emotionbert confidence,greekbert v2 sentiment,greekbert v2 confidence,confidence diff (enhanced - original)
ακοστη,barley,Trust,0.6597840189933777,Disgust,0.9999538660049438,0.34016984701156616
ακουσμ,a thing heard,Joy,0.4369453489780426,Fear,0.9996022582054138,0.5626569092273712
ακρητοποτης,a drinker of sheer wine,Joy,0.4748329520225525,Disgust,0.9999648332595824,0.5251318812370299
ακρατωρ,nan,Joy,0.389417827129364,Disgust,0.9848309755325316,0.5954131484031676
ακροᾱτηριον,a place of audience,Joy,0.3808490335941314,Surprise,0.4901912808418274,0.10934224724769598
ακροβολια,"a slinging, skirmishing",Joy,0.5314195156097412,Disgust,0.999897003173828,0.4684774875640868
ακροδρυα,fruit-trees,Disgust,0.9381141066551208,Joy,0.9996923208236694,0.061578214168548584
ακροθινιον,"the topmost part of a heap, the choice part, first-fruits",Disgust,0.5792034864425659,Joy,0.9914349913597108,0.4122315049171449
ακροπτερον,the tip of the wing,Joy,0.4662470519542694,Disgust,0.9999438524246216,0.5336968004703522
ακρωτηριον,any prominent part,Fear,0.4218126237392425,Joy,0.9967047572135924,0.57489213347435
ακτωρ,a leader,Fear,0.4675840735435486,Joy,0.9879729747772216,0.520388901233673
αλᾰβαστοθηκη,a case for alabaster ornaments,Fear,0.6687865257263184,Disgust,0.9434897303581238,0.2747032046318054
αλαβαστος,a box,Disgust,0.7191736102104187,Joy,0.9771823287010192,0.2580087184906005
αλᾰλαγμα,a shouting,Joy,0.4598251581192016,Fear,0.9993379712104796,0.5395128130912781
ᾰλᾰλα,a loud cry,Disgust,0.9265813827514648,Joy,0.9997655749320984,0.07318419218063354
αλαλκομενηις,the Protectress,Anger,0.561118483543396,Joy,0.9943192601203918,0.43320077657699585
αλαλκομενιος,nan,Anger,0.7534336447715759,Joy,0.8686701655387878,0.11523652076721191
αλαστωρ,"the avenging deity, destroying angel",Disgust,0.39193856716156,Joy,0.9999685287475586,0.6080299615859985
αλγηδων,"a sense of pain, pain, suffering",Sadness,0.4379690289497375,Disgust,0.9999589920043944,0.561989963054657
αλγημ,"pain, suffering",Fear,0.7870470285415649,Sadness,0.9990068078041076,0.2119597792625426
αλγησις,sense of pain,Fear,0.60379958152771,Sadness,0.99956876039505,0.3957691788673401
αλγος,pain,Fear,0.773332953453064,Sadness,0.9995808005332948,0.22624784708023082
αλεισον,"a cup, goblet",Fear,0.7484087944030762,Disgust,0.7937494516372681,0.045340657234191895
αλειφα,"anointing-oil, unguent, oil",Fear,0.4653762578964233,Joy,0.9912911653518676,0.5259149074554443
αλεκτοροφωνια,cock-crow,Joy,0.4871197342872619,Disgust,0.9996209144592284,0.5125011801719666
αλεξημ,"a defence, remedy",Trust,0.6950441002845764,Joy,0.9981574416160583,0.30311334133148193
αλεξητηρ,one who keeps off,Trust,0.6356982588768005,Fear,0.9983572363853456,0.36265897750854503
αλεξιαρη,she that keeps off a curse,Trust,0.7313676476478577,Joy,0.9999113082885742,0.26854366064071655
αλετριβᾰνος,that which grinds,Fear,0.3604612350463867,Disgust,0.9996187686920166,0.6391575336456299
αλεωρη,"avoidance, escape",Trust,0.4609467685222626,Joy,0.9990803003311156,0.538133531808853
αληθει,truth,Surprise,0.5720198154449463,Trust,0.9997919201850892,0.42777210474014293
αληθοσυνη,nan,Joy,0.5062357783317566,Disgust,0.9988127946853638,0.4925770163536072
αλημων,"a wanderer, rover",Joy,0.4320749342441559,Disgust,0.5576993227005005,0.1256243884563446
αλητεια,"a wandering, roaming",Joy,0.5524890422821045,Disgust,0.9991814494132996,0.44669240713119507
αλιη,an assembly of the people,Disgust,0.6969148516654968,Joy,0.999103307723999,0.3021884560585022
αλικαρνασσευς,a Halicarnassian,Disgust,0.621023416519165,Joy,0.999948263168335,0.3789248466491699
αλικαρνασσος,nan,Disgust,0.7574892640113831,Joy,0.999963879585266,0.24247461557388295
αλινδηθρα,a sandy place for horses to roll in,Disgust,0.5412708520889282,Joy,0.9957875609397888,0.4545167088508606
αλιπεδον,a plain by the sea,Fear,0.4707409739494324,Disgust,0.9999412298202516,0.5292002558708192
αλιτῡρος,a sort of salt-cheese,Joy,0.781139612197876,Disgust,0.7560331225395203,-0.025106489658355713
αλλαγη,a change,Joy,0.4559668302536011,Anticipation,0.8405818343162537,0.3846150040626526
αλλας,a sausage,Sadness,0.5853917598724365,Disgust,0.9877856969833374,0.4023939371109009
αλληλοφᾰγια,an eating one another,Joy,0.6019030213356018,Disgust,0.9999494552612304,0.39804643392562855
αλληλοφονια,mutual slaughter,Fear,0.8132458329200745,Anger,0.9987722039222716,0.18552637100219715
αλλοιωσις,"a change, alteration",Sadness,0.5061432123184204,Disgust,0.9999675750732422,0.4938243627548218
αλλοτριοχρως,changing colour,Sadness,0.6447644829750061,Disgust,0.9999674558639526,0.35520297288894653
αλλοτριωσις,estrangement,Sadness,0.5418649315834045,Joy,0.8409163355827332,0.2990514039993286
αλμ,"a spring, leap, bound",Disgust,0.4104156494140625,Joy,0.99988055229187,0.5894649028778075
αλμη,"sea-water, brine",Disgust,0.4764952957630157,Joy,0.9999215602874756,0.5234262645244598
ᾰλοχος,"a bedfellow, spouse, wife",Fear,0.7242137789726257,Disgust,0.9978668093681335,0.2736530303955078
αλσις,a leaping,Joy,0.4593032002449035,Disgust,0.807420015335083,0.3481168150901795
αλῠκις,a salt spring,Fear,0.4604890346527099,Disgust,0.8024471998214722,0.34195816516876226
αλυς,"listlessness, ennui",Fear,0.457463651895523,Disgust,0.999933123588562,0.5424694716930389
αλφῐ,peeled,Disgust,0.5325779914855957,Fear,0.6386916041374207,0.10611361265182495
αλωις,goddess of the threshing-floor,Fear,0.4138940274715423,Disgust,0.9994730353355408,0.5855790078639984
αλωιτης,"a thresher, husbandman",Trust,0.3625570833683014,Disgust,0.9997952580451964,0.637238174676895
αλων,nan,Joy,0.6080312728881836,Disgust,0.9642198085784912,0.3561885356903076
ᾰμᾰζων,the Amazons,Disgust,0.92599618434906,Joy,0.998891055583954,0.07289487123489402
αμαθιη,ignorance,Sadness,0.6620129942893982,Joy,0.9932928085327148,0.33127981424331665
αμᾰθος,sandy soil,Sadness,0.6720189452171326,Joy,0.991891860961914,0.3198729157447814
αμαλλα,"cut corn, a sheaf",Sadness,0.4626117944717407,Joy,0.99995756149292,0.5373457670211793
αμαξα,"a wagon, wain",Disgust,0.5288476347923279,Joy,0.9999672174453736,0.47111958265304577
αμαξις,a little wagon,Disgust,0.4639125764369964,Joy,0.9998809099197388,0.5359683334827423
αμαρᾰκον,nan,Joy,0.6941773891448975,Disgust,0.5347651243209839,-0.15941226482391357
αμαρη,"a trench, conduit, channel",Sadness,0.5151214003562927,Joy,0.9999486207962036,0.4848272204399109
αμαρτημ,"a failure, fault, sin",Sadness,0.9193097949028016,Disgust,0.6936256289482117,-0.22568416595458995
αμαρτωλη,nan,Sadness,0.6834329962730408,Disgust,0.9908677339553832,0.3074347376823424
αμης,milk-cake,Surprise,0.5004122257232666,Joy,0.9999704360961914,0.4995582103729248
αμηχανιη,"want of means, helplessness, impotence",Disgust,0.9400636553764344,Fear,0.3596365749835968,-0.5804270803928376
αμιτροχιτων,wearing no girdle,Joy,0.8928640484809875,Disgust,0.8130130171775818,-0.07985103130340576
αμνηστια,forgetfulness of wrong: an amnesty,Anticipation,0.8293242454528809,Joy,0.999969244003296,0.17064499855041515
αμνιον,a bowl in which the blood of victims was caught,Surprise,0.5408745408058167,Joy,0.999969720840454,0.45909518003463734
αμοιβος,one who exchanges,Disgust,0.4376647770404815,Joy,0.9999699592590332,0.5623051822185516
αμολγευς,a milk-pail,Disgust,0.4948245286941528,Joy,0.9999656677246094,0.5051411390304565
αμολγιον,a milk-pail,Disgust,0.7035051584243774,Joy,0.9999678134918212,0.29646265506744374
αμολγος,in the hours before daybreak,Surprise,0.4112043380737304,Joy,0.9999699592590332,0.5887656211853027
αμπελουργος,a vine-dresser,Trust,0.794445812702179,Disgust,0.999903917312622,0.205458104610443
αμπελοφυτωρ,a vine-planter,Anticipation,0.3831566572189331,Disgust,0.978554666042328,0.5953980088233949
αμπελων,a vineyard,Joy,0.7883913516998291,Disgust,0.9999562501907348,0.21156489849090565
αμπῠκτηρ,a horse's head-band,Disgust,0.5687879920005798,Joy,0.9999353885650636,0.43114739656448375
αμυκλαι,a sort of shoes,Disgust,0.9096001982688904,Joy,0.998072624206543,0.08847242593765259
αμυντωρ,"a defender, helper",Joy,0.7845606803894043,Fear,0.9999794960021972,0.21541881561279286
αμῠχη,"a scratch, skin-wound",Disgust,0.464304506778717,Joy,0.997940719127655,0.533636212348938
αμφιᾰσμα,a garment,Disgust,0.7276778817176819,Fear,0.9913784265518188,0.26370054483413696
αμφιδεαι,"things bound round, bracelets",Fear,0.8910514712333679,Joy,0.8444743752479553,-0.0465770959854126
αμφιελισσα,rowed on both sides,Fear,0.7857235670089722,Joy,0.9999282360076904,0.21420466899871826
αμφιθεᾱτρον,"a double theatre, amphitheatre",Fear,0.2690387666225433,Joy,0.9213685393333436,0.6523297727108004
αμφικτυονις,a state in the Amphictyonic League,Fear,0.7468909025192261,Trust,0.6934707760810852,-0.05342012643814087
αμφιλογια,"dispute, debate",Fear,0.4070523381233215,Disgust,0.9999159574508668,0.5928636193275454
αμφοδον,"a road round houses, a street",Fear,0.2894052565097809,Joy,0.9998257756233216,0.7104205191135408
αμφορισκος,nan,Surprise,0.6352026462554932,Disgust,0.9999605417251588,0.36475789546966564
αμβᾰσις,"a going up, mounting",Fear,0.458918035030365,Disgust,0.999962329864502,0.541044294834137
αμβατης,one mounted,Fear,0.6837352514266968,Joy,0.5725704431533813,-0.11116480827331543
αναβῐωσις,a reviving,Joy,0.8037675619125366,Fear,0.999196708202362,0.19542914628982533
αναβλεψις,a looking up,Joy,0.6149377226829529,Fear,0.995713710784912,0.3807759881019591
αναβολευς,a groom who helps one to mount,Joy,0.6437689065933228,Fear,0.9999752044677734,0.3562062978744507
αμβολη,"that which is thrown up, a mound",Trust,0.5793412923812866,Fear,0.997734785079956,0.41839349269866943
αναγνωσις,recognition,Joy,0.5970078110694885,Disgust,0.9701750874519348,0.3731672763824463
αναγρᾰφευς,a registrar,Joy,0.9213879704475404,Fear,0.9997703433036804,0.07838237285614003
αναγρᾰφη,a registering,Trust,0.6462960243225098,Joy,0.9453219175338744,0.29902589321136464
αναδειγμα,a mouthpiece used by public criers,Fear,0.6935979723930359,Trust,0.8753863573074341,0.1817883849143982
αναδειξις,a proclamation,Trust,0.4883685111999511,Joy,0.997510313987732,0.509141802787781
αναισθησια,want of feeling,Disgust,0.4506990015506744,Joy,0.9992331266403198,0.5485341250896454
αναισχυντια,shamelessness,Anger,0.6801243424415588,Disgust,0.9999682903289796,0.31984394788742077
ανακαινωσις,renewal,Joy,0.5661389827728271,Fear,0.9950382113456726,0.42889922857284546
ανακρᾱσις,a mixing with others,Joy,0.7275245785713196,Fear,0.9999788999557496,0.27245432138443004
ανακρισις,"examination of parties concerned in a suit, a preparation",Trust,0.3347261548042297,Fear,0.9996121525764464,0.6648859977722168
αναληψις,a taking up,Trust,0.6507759690284729,Disgust,0.9997764229774476,0.3490004539489747
αναλκιη,"want of strength, feebleness",Anger,0.7123643755912781,Fear,0.8484772443771362,0.13611286878585815
αναλογισμος,reconsideration,Fear,0.3507222533226013,Joy,0.7064645886421204,0.35574233531951904
αναλωσις,"outlay, expenditure",Sadness,0.5676498413085938,Joy,0.9999487400054932,0.4322988986968994
αναλωτα,"a spender, waster",Sadness,0.6834388971328735,Joy,0.8814550042152405,0.19801610708236694
ᾰναξια,"a command, behest",Trust,0.5267621278762817,Disgust,0.999648928642273,0.4728868007659912
ωναξ,"a lord, master",Surprise,0.3784416019916534,Disgust,0.6207033395767212,0.2422617375850678
αμπαυσις,"repose, rest",Joy,0.4954781234264374,Fear,0.5001205205917358,0.004642397165298462
αναπνευσις,"recovery of breath, respite from",Sadness,0.3653143048286438,Fear,0.8956315517425537,0.5303172469139099
αναρμοστια,discord,Anger,0.6845266819000244,Disgust,0.9999675750732422,0.3154408931732178
αναρρῠσις,rescue,Sadness,0.5327464938163757,Fear,0.9999374151229858,0.4671909213066101
ωνασς,"a queen, lady, mistress",Disgust,0.4450216293334961,Joy,0.7219505310058594,0.2769289016723633
αναστατα,a destroyer,Disgust,0.7690133452415466,Joy,0.9990453124046326,0.23003196716308594
ανασχεσις,"a taking on oneself, endurance",Trust,0.9696831703186036,Fear,0.9999685287475586,0.030285358428954967
αντολη,"a rising, rise",Joy,0.588862955570221,Fear,0.9999854564666748,0.41112250089645386
ανατροπη,"an upsetting, overthrow",Anticipation,0.6925942897796631,Disgust,0.9987982511520386,0.3062039613723755
αναφλεξις,a lighting up,Disgust,0.5352897047996521,Fear,0.9999797344207764,0.46469002962112427
αναφωνημα,a proclamation,Disgust,0.4080190360546112,Sadness,0.4399878978729248,0.0319688618183136
αναφωνησις,"an outcry, ejaculation",Joy,0.5658207535743713,Sadness,0.8454996347427368,0.2796788811683655
αναχῠσις,effusion,Joy,0.480622261762619,Fear,0.9999862909317015,0.5193640291690825
αναχωρησις,"a drawing back, retiring, retreating",Joy,0.8564578294754028,Fear,0.9999852180480956,0.14352738857269276
ανδηρον,"a raised border, flower-bed",Joy,0.9303312301635742,Disgust,0.9985904097557068,0.06825917959213257
ανδραγρι,the spoils of a slain enemy,Disgust,0.7088238000869751,Fear,0.9992409944534302,0.2904171943664551
ανδραποδιστης,"a slave-dealer, kidnapper",Anger,0.507247269153595,Disgust,0.999966025352478,0.49271875619888306
ανδρεικελον,an image of a man,Joy,0.6990840435028076,Trust,0.5825141668319702,-0.1165698766708374
ανδριαντισκος,a puppet,Fear,0.8162276148796082,Joy,0.9998410940170288,0.18361347913742065
ανδρῐαντοποιος,"a statue-maker, statuary, sculptor",Trust,0.4605844616889953,Fear,0.9997417330741882,0.5391572713851929
ανδρῐας,"the image of a man, a statue",Fear,0.6592366099357605,Disgust,0.9992792010307312,0.3400425910949707
ανδροθεα,the man-goddess,Anticipation,0.4640015661716461,Joy,0.999897837638855,0.5358962714672089
ανδρολετειρ,a murderess,Trust,0.5060516595840454,Disgust,0.9998878240585328,0.4938361644744874
ᾰνεμος,wind,Disgust,0.5798421502113342,Fear,0.9992092847824096,0.41936713457107533
ανευρεσις,a discovery,Joy,0.3102025389671325,Disgust,0.8870390057563782,0.5768364667892456
ανεψια,"a first-cousin, cousin",Joy,0.7510263919830322,Sadness,0.9993361830711364,0.24830979108810414
ανητον,"anise, dill",Fear,0.5009002685546875,Disgust,0.8948812484741211,0.3939809799194336
ανθειον,"a flower, blossom",Joy,0.4122132062911987,Disgust,0.99996817111969,0.5877549648284914
ανθιππᾰσια,a sham-fight of horse,Joy,0.57089763879776,Disgust,0.9999650716781616,0.4290674328804016
ανθρωπαριον,a manikin,Joy,0.7389553189277649,Disgust,0.9999656677246094,0.2610103487968445
ανοι,"want of understanding, folly",Fear,0.7821061015129089,Joy,0.9351358413696288,0.15302973985671986
ανομοιοτης,dissimilarity,Sadness,0.6970025300979614,Disgust,0.9999651908874512,0.30296266078948975
αντεμφᾰσις,difference of appearance,Joy,0.4423489868640899,Disgust,0.9999569654464722,0.5576079785823822
αντεραστης,a rival in love,Fear,0.4002217948436737,Disgust,0.9993372559547424,0.5991154611110687
αντερως,return-love,Joy,0.5280235409736633,Disgust,0.9999639987945556,0.4719404578208922
αντηρετης,one who rows against,Disgust,0.4962842464447021,Fear,0.9999737739562988,0.5036895275115967
αντηστις,a meeting,Surprise,0.27737757563591,Disgust,0.9998310804367064,0.7224535048007965
αντιβλεψις,"a looking in the face, a look",Joy,0.5052058100700378,Trust,0.9966811537742616,0.49147534370422374
αντιγραμμα,nan,Disgust,0.3130284547805786,Fear,0.999926209449768,0.6868977546691893
αντιγρᾰφευς,"a check-clerk, controller",Joy,0.5586298704147339,Disgust,0.997481405735016,0.4388515353202821
